OEM,Model,Segment,Month,Year,NoOfSales,EngineCapacity,Mileage,Model Price,Dealer location,Region
Bajaj,CHETAK,EV Scooter,Feb,2022,1110,N/A (electric scooter),85,"1,00,000 - 1,15,000",Jaipur,North
Bajaj,Duke ,Motorcycle,Feb,2022,572,125,45-50,150925,Jaipur,North
Bajaj,Pulsar,Motorcycle,Feb,2022,30006,125,50-55,"75,494 - 88,869",Jaipur,North
Bajaj,Pulsar,Motorcycle,Feb,2022,17804,150,45-50,"98,835 - 1,04,314",Jaipur,North
Bajaj,Avenger,Motorcycle,Feb,2022,879,180,45-50,107605,Jaipur,North
Bajaj,Pulsar NS,Motorcycle,Feb,2022,4666,180 / 200,35-40,"1,15,615 - 1,36,248",Jaipur,North
Bajaj,KTM Duke,Motorcycle,Feb,2022,2318,200,30-35,183327,Jaipur,North
Bajaj,Pulsar,Motorcycle,Feb,2022,2475,220,30-35,128508,Jaipur,North
Bajaj,Avenger,Motorcycle,Feb,2022,121,220,35-40,130774,Jaipur,North
Bajaj,KTM Duke,Motorcycle,Feb,2022,1425,250,30-35,228878,Jaipur,North
Bajaj,HUSQVARNA,Motorcycle,Feb,2022,193,N/A (brand),35-40,"1,80,000 - 2,20,000",Jaipur,North
Bajaj,DOMINAR,Motor,Feb,2022,476,250,30-35,178900,Jaipur,North
Bajaj,DOMINAR,Motorcycle,Feb,2022,331,375,25-30,"2,08,995 - 2,33,995",Jaipur,North
Bajaj,KTM Duke,Motorcycle,Feb,2022,38,375,25-30,287295,Jaipur,North
Bajaj,Platina,Motorcycle,Feb,2021,46264,100,70-75,"52,166 - 63,578",Jaipur,North
Bajaj,CT ,Motorcycle,Feb,2021,9462,100,75-80,"45,274 - 54,138",Jaipur,North
Bajaj,CHETAK,EV Scooter,Feb,2021,150,N/A (electric scooter),85,"1,00,000 - 1,15,000",Jaipur,North
Bajaj,Duke ,Motorcycle,Feb,2021,2200,125,45-50,150925,Jaipur,North
Bajaj,Pulsar,Motorcycle,Feb,2021,39323,125,50-55,"75,494 - 88,869",Jaipur,North
Bajaj,Pulsar,Motorcycle,Feb,2021,25550,150,45-50,"98,835 - 1,04,314",Jaipur,North
Bajaj,Avenger,Motorcycle,Feb,2021,2813,180,45-50,107605,Jaipur,North
Bajaj,Pulsar NS,Motorcycle,Feb,2021,11643,180 / 200,35-40,"1,15,615 - 1,36,248",Jaipur,North
Bajaj,KTM Duke,Motorcycle,Feb,2021,2431,200,30-35,183327,Jaipur,North
Bajaj,Pulsar,Motorcycle,Feb,2021,4938,220,30-35,128508,Jaipur,North
Bajaj,Avenger,Motorcycle,Feb,2021,1003,220,35-40,130774,Jaipur,North
Bajaj,KTM Duke,Motorcycle,Feb,2021,312,250,30-35,228878,Jaipur,North
Bajaj,HUSQVARNA,Motorcycle,Feb,2021,677,N/A (brand),35-40,"1,80,000 - 2,20,000",Jaipur,North
Bajaj,DOMINAR,Motor,Feb,2021,748,250,30-35,178900,Jaipur,North
Bajaj,DOMINAR,Motorcycle,Feb,2021,969,375,25-30,"2,08,995 - 2,33,995",Jaipur,North
Bajaj,KTM Duke,Motorcycle,Feb,2021,451,375,25-30,287295,Jaipur,North
Bajaj,Platina,Motorcycle,Jan,2022,46492,100,70-75,"52,166 - 63,578",Jaipur,North
Bajaj,CT ,Motorcycle,Jan,2022,12422,100,75-80,"45,274 - 54,138",Jaipur,North
Bajaj,CHETAK,EV Scooter,Jan,2022,1268,N/A (electric scooter),85,"1,00,000 - 1,15,000",Jaipur,North
Bajaj,Duke ,Motorcycle,Jan,2022,778,125,45-50,150925,Jaipur,North
Bajaj,Pulsar,Motorcycle,Jan,2022,44181,125,50-55,"75,494 - 88,869",Jaipur,North
Bajaj,Pulsar,Motorcycle,Jan,2022,11239,150,45-50,"98,835 - 1,04,314",Jaipur,North
Bajaj,Avenger,Motorcycle,Jan,2022,1688,180,45-50,107605,Jaipur,North
Bajaj,Pulsar NS,Motorcycle,Jan,2022,5407,180 / 200,35-40,"1,15,615 - 1,36,248",Jaipur,North
Bajaj,KTM Duke,Motorcycle,Jan,2022,2398,200,30-35,183327,Jaipur,North
Bajaj,Pulsar,Motorcycle,Jan,2022,6012,220,30-35,128508,Jaipur,North
Bajaj,Avenger,Motorcycle,Jan,2022,525,220,35-40,130774,Jaipur,North
Bajaj,KTM Duke,Motorcycle,Jan,2022,1223,250,30-35,228878,Jaipur,North
Bajaj,HUSQVARNA,Motorcycle,Jan,2022,243,N/A (brand),35-40,"1,80,000 - 2,20,000",Jaipur,North
Bajaj,DOMINAR,Motorcycle,Jan,2022,662,250,30-35,178900,Jaipur,North
Bajaj,DOMINAR,Motorcycle,Jan,2022,717,375,25-30,"2,08,995 - 2,33,995",Jaipur,North
Bajaj,KTM Duke,Motorcycle,Jan,2022,241,375,25-30,287295,Jaipur,North
Bajaj,Platina,Motorcycle,Jan,2021,27131,100,70-75,"52,166 - 63,578",Jaipur,North
Bajaj,CT ,Motorcycle,Jan,2021,19635,100,75-80,"45,274 - 54,138",Jaipur,North
Bajaj,CHETAK,EV Scooter,Jan,2021,30,N/A (electric scooter),85,"1,00,000 - 1,15,000",Jaipur,North
Bajaj,Duke ,Motorcycle,Jan,2021,2516,125,45-50,150925,Jaipur,North
Bajaj,Pulsar,Motorcycle,Jan,2021,47080,125,50-55,"75,494 - 88,869",Jaipur,North
Bajaj,Pulsar,Motorcycle,Jan,2021,32460,150,45-50,"98,835 - 1,04,314",Jaipur,North
Bajaj,Avenger,Motorcycle,Jan,2021,3092,180,45-50,107605,Jaipur,North
Bajaj,Pulsar NS,Motorcycle,Jan,2021,11730,180 / 200,35-40,"1,15,615 - 1,36,248",Jaipur,North
Bajaj,KTM Duke,Motorcycle,Jan,2021,2979,200,30-35,183327,Jaipur,North
Bajaj,Pulsar,Motorcycle,Jan,2021,6310,220,30-35,128508,Jaipur,North
Bajaj,Avenger,Motorcycle,Jan,2021,1184,220,35-40,130774,Jaipur,North
Bajaj,KTM Duke,Motorcycle,Jan,2021,560,250,30-35,228878,Jaipur,North
Bajaj,HUSQVARNA,Motorcycle,Jan,2021,508,N/A (brand),35-40,"1,80,000 - 2,20,000",Jaipur,North
Bajaj,DOMINAR,Motorcycle,Jan,2021,797,250,30-35,178900,Jaipur,North
Bajaj,DOMINAR,Motorcycle,Jan,2021,670,375,25-30,"2,08,995 - 2,33,995",Jaipur,North
Bajaj,KTM Duke,Motorcycle,Jan,2021,722,375,25-30,287295,Jaipur,North
Yamaha,Fascino,Scooter,dec,2022,4266,125,40-45,"57,512 - 59,965",Jaipur,North
Yamaha,Ray,Scooter,dec,2022,9713,110,45-50,"58,098 - 60,246",Jaipur,North
Yamaha,FZ,Motorcycle,dec,2022,6103,150,45-50,"1,04,700 - 1,11,700",Jaipur,North
Yamaha,RIS,Motorcycle,dec,2022,6827,155,45-50,"1,63,900 - 1,67,600",Jaipur,North
Yamaha,FZ25,Motorcycle,dec,2022,456,250,35-40,"1,57,700 - 1,60,700",Jaipur,North
Yamaha,MT 15,Motorcycle,dec,2022,3247,155,40-45,"1,45,300 - 1,50,300",Jaipur,North
Yamaha,R3,performance,dec,2022,5,320,20-25,489900,Jaipur,North
Yamaha,Fascino,Scooter,dec,2021,8455,125,40-45,"57,512 - 59,965",Jaipur,North
Yamaha,Ray,Scooter,dec,2021,5781,110,45-50,"58,098 - 60,246",Jaipur,North
Yamaha,FZ,Motorcycle,dec,2021,19790,150,45-50,"1,04,700 - 1,11,700",Jaipur,North
Yamaha,RIS,Motorcycle,dec,2021,8952,155,45-50,"1,63,900 - 1,67,600",Jaipur,North
Yamaha,FZ25,Motorcycle,dec,2021,1756,250,35-40,"1,57,700 - 1,60,700",Jaipur,North
Yamaha,MT 15,Motorcycle,dec,2021,456,155,40-45,"1,45,300 - 1,50,300",Jaipur,North
Yamaha,R3,performance,dec,2021,15,320,20-25,489900,Jaipur,North
Yamaha,Fascino,Scooter,Nov,2022,9801,125,40-45,"57,512 - 59,965",Jaipur,North
Yamaha,Ray,Scooter,Nov,2022,10795,110,45-50,"58,098 - 60,246",Jaipur,North
Yamaha,FZ,Motorcycle,Nov,2022,7988,150,45-50,"1,04,700 - 1,11,700",Jaipur,North
Yamaha,R15,Motorcycle,Nov,2022,7427,155,45-50,"1,63,900 - 1,67,600",Jaipur,North
Yamaha,FZ25,Motorcycle,Nov,2022,456,250,35-40,"1,57,700 - 1,60,700",Jaipur,North
Yamaha,MT 15,Motorcycle,Nov,2022,6335,155,40-45,"1,45,300 - 1,50,300",Jaipur,North
Yamaha,R3,Performance,Nov,2022,2,320,20-25,489900,Jaipur,North
Yamaha,Fascino,Scooter,Nov,2021,8208,125,40-45,"57,512 - 59,965",Jaipur,North
Yamaha,Ray,Scooter,Nov,2021,12344,110,45-50,"58,098 - 60,246",Jaipur,North
Yamaha,FZ,Motorcycle,Nov,2021,7624,150,45-50,"1,04,700 - 1,11,700",Jaipur,North
Yamaha,R15,Motorcycle,Nov,2021,8392,155,45-50,"1,63,900 - 1,67,600",Jaipur,North
Yamaha,FZ25,Motorcycle,Nov,2021,14,250,35-40,"1,57,700 - 1,60,700",Jaipur,North
Yamaha,MT 15,Motorcycle,Nov,2021,2727,155,40-45,"1,45,300 - 1,50,300",Jaipur,North
Yamaha,R3,Performance,Nov,2021,9,320,20-25,489900,Jaipur,North
Yamaha,Fascino,Scooter,oct,2022,10501,125,40-45,"57,512 - 59,965",Jaipur,North
Yamaha,Ray,Scooter,oct,2022,11683,110,45-50,"58,098 - 60,246",Jaipur,North
Yamaha,FZ,Motorcycle,oct,2022,20440,150,45-50,"1,04,700 - 1,11,700",Jaipur,North
Yamaha,R15,Motorcycle,oct,2022,10541,155,45-50,"1,63,900 - 1,67,600",Jaipur,North
Yamaha,FZ25,Motorcycle,oct,2022,489,250,35-40,"1,57,700 - 1,60,700",Jaipur,North
Yamaha,MT 15,Motorcycle,oct,2022,8037,155,40-45,"1,45,300 - 1,50,300",Jaipur,North
Yamaha,R3,Performance,oct,2022,20,320,20-25,489900,Jaipur,North
Yamaha,Fascino,Scooter,oct,2021,13487,125,40-45,"57,512 - 59,965",Jaipur,North
Yamaha,Ray,Scooter,oct,2021,13601,110,45-50,"58,098 - 60,246",Jaipur,North
Yamaha,FZ,Motorcycle,oct,2021,13404,150,45-50,"1,04,700 - 1,11,700",Jaipur,North
Yamaha,R15,Motorcycle,oct,2021,10246,155,45-50,"1,63,900 - 1,67,600",Jaipur,North
Yamaha,FZ25,Motorcycle,oct,2021,819,250,35-40,"1,57,700 - 1,60,700",Jaipur,North
Yamaha,MT 15,Motorcycle,oct,2021,6016,155,40-45,"1,45,300 - 1,50,300",Jaipur,North
Yamaha,R3,Performance,oct,2021,13,320,20-25,489900,Jaipur,North
Yamaha,Fascino,Scooter,sep,2022,10348,125,40-45,"57,512 - 59,965",Jaipur,North
Yamaha,Ray,Scooter,sep,2022,8143,110,45-50,"58,098 - 60,246",Jaipur,North
Yamaha,FZ,Motorcycle,sep,2022,20453,150,45-50,"1,04,700 - 1,11,700",Jaipur,North
Yamaha,RIS,Motorcycle,sep,2022,9550,155,45-50,"1,63,900 - 1,67,600",Jaipur,North
Yamaha,FZ25,Motorcycle,sep,2022,343,250,35-40,"1,57,700 - 1,60,700",Jaipur,North
Yamaha,MT 15,Motorcycle,sep,2022,8102,155,40-45,"1,45,300 - 1,50,300",Jaipur,North
Yamaha,R3,performance,sep,2022,10,320,20-25,489900,Jaipur,North
Yamaha,Fascino,Scooter,sep,2021,14244,125,40-45,"57,512 - 59,965",Jaipur,North
Yamaha,Ray,Scooter,sep,2021,16121,110,45-50,"58,098 - 60,246",Jaipur,North
Yamaha,FZ,Motorcycle,sep,2021,4550,150,45-50,"1,04,700 - 1,11,700",Jaipur,North
Yamaha,RIS,Motorcycle,sep,2021,11792,155,45-50,"1,63,900 - 1,67,600",Jaipur,North
Yamaha,FZ25,Motorcycle,sep,2021,1562,250,35-40,"1,57,700 - 1,60,700",Jaipur,North
Yamaha,MT 15,Motorcycle,sep,2021,2514,155,40-45,"1,45,300 - 1,50,300",Jaipur,North
Yamaha,R3,performance,sep,2021,8,320,20-25,489900,Jaipur,North
Yamaha,Fascino,Scooter,Aug,2022,9150,125,40-45,"57,512 - 59,965",Jaipur,North
Yamaha,Ray,Scooter,Aug,2022,10124,110,45-50,"58,098 - 60,246",Jaipur,North
Yamaha,FZ,Motorcycle,Aug,2022,19469,150,45-50,"1,04,700 - 1,11,700",Jaipur,North
Yamaha,RIS,Motorcycle,Aug,2022,9794,155,45-50,"1,63,900 - 1,67,600",Jaipur,North
Yamaha,FZ25,Motorcycle,Aug,2022,645,250,35-40,"1,57,700 - 1,60,700",Jaipur,North
Yamaha,MT 15,Motorcycle,Aug,2022,9477,155,40-45,"1,45,300 - 1,50,300",Jaipur,North
Yamaha,R3,performance,Aug,2022,14,320,20-25,489900,Jaipur,North
Yamaha,Fascino,Scooter,Aug,2021,18037,125,40-45,"57,512 - 59,965",Jaipur,North
Yamaha,Ray,Scooter,Aug,2021,16064,110,45-50,"58,098 - 60,246",Jaipur,North
Yamaha,FZ,Motorcycle,Aug,2021,7608,150,45-50,"1,04,700 - 1,11,700",Jaipur,North
Yamaha,RIS,Motorcycle,Aug,2021,9590,155,45-50,"1,63,900 - 1,67,600",Jaipur,North
Yamaha,FZ25,Motorcycle,Aug,2021,991,250,35-40,"1,57,700 - 1,60,700",Jaipur,North
Yamaha,MT 15,Motorcycle,Aug,2021,1752,155,40-45,"1,45,300 - 1,50,300",Jaipur,North
Yamaha,R3,performance,Aug,2021,9,320,20-25,489900,Jaipur,North
Yamaha,Fascino,Scooter,Jul,2022,9373,125,40-45,"57,512 - 59,965",Jaipur,North
Yamaha,Ray,Scooter,Jul,2022,8043,110,45-50,"58,098 - 60,246",Jaipur,North
Yamaha,FZ,Motorcycle,Jul,2022,18988,150,45-50,"1,04,700 - 1,11,700",Jaipur,North
Yamaha,RIS,Motorcycle,Jul,2022,9359,155,45-50,"1,63,900 - 1,67,600",Jaipur,North
Yamaha,FZ25,Motorcycle,Jul,2022,523,250,35-40,"1,57,700 - 1,60,700",Jaipur,North
Yamaha,MT 15,Motorcycle,Jul,2022,8380,155,40-45,"1,45,300 - 1,50,300",Jaipur,North
Yamaha,R3,performance,Jul,2022,18,320,20-25,489900,Jaipur,North
Yamaha,Fascino,Scooter,Jul,2021,9525,125,40-45,"57,512 - 59,965",Jaipur,North
Yamaha,Ray,Scooter,Jul,2021,7053,110,45-50,"58,098 - 60,246",Jaipur,North
Yamaha,FZ,Motorcycle,Jul,2021,18066,150,45-50,"1,04,700 - 1,11,700",Jaipur,North
Yamaha,RIS,Motorcycle,Jul,2021,7280,155,45-50,"1,63,900 - 1,67,600",Jaipur,North
Yamaha,FZ25,Motorcycle,Jul,2021,831,250,35-40,"1,57,700 - 1,60,700",Jaipur,North
Yamaha,MT 15,Motorcycle,Jul,2021,5316,155,40-45,"1,45,300 - 1,50,300",Jaipur,North
Yamaha,R3,performance,Jul,2021,12,320,20-25,489900,Jaipur,North
Yamaha,Fascino,Scooter,Jun,2022,7915,125,40-45,"57,512 - 59,965",Jaipur,North
Yamaha,Ray,Scooter,Jun,2022,8091,110,45-50,"58,098 - 60,246",Jaipur,North
Yamaha,FZ,Motorcycle,Jun,2022,19305,150,45-50,"1,04,700 - 1,11,700",Jaipur,North
Yamaha,R15,Motorcycle,Jun,2022,8330,155,45-50,"1,63,900 - 1,67,600",Jaipur,North
Yamaha,FZ25,Motorcycle,Jun,2022,673,250,35-40,"1,57,700 - 1,60,700",Jaipur,North
Yamaha,MT 15,Motorcycle,Jun,2022,7785,155,40-45,"1,45,300 - 1,50,300",Jaipur,North
Yamaha,R3,Performance,Jun,2022,6,320,20-25,489900,Jaipur,North
Yamaha,Fascino,Scooter,Jun,2021,2065,125,40-45,"57,512 - 59,965",Jaipur,North
Yamaha,Ray,Scooter,Jun,2021,2229,110,45-50,"58,098 - 60,246",Jaipur,North
Yamaha,FZ,Motorcycle,Jun,2021,11084,150,45-50,"1,04,700 - 1,11,700",Jaipur,North
Yamaha,R15,Motorcycle,Jun,2021,5020,155,45-50,"1,63,900 - 1,67,600",Jaipur,North
Yamaha,FZ25,Motorcycle,Jun,2021,562,250,35-40,"1,57,700 - 1,60,700",Jaipur,North
Yamaha,MT 15,Motorcycle,Jun,2021,3628,155,40-45,"1,45,300 - 1,50,300",Jaipur,North
Yamaha,R3,Performance,Jun,2021,7,320,20-25,489900,Jaipur,North
Yamaha,Fascino,Scooter,May,2022,5584,125,40-45,"57,512 - 59,965",Jaipur,North
Yamaha,Ray,Scooter,May,2022,8845,110,45-50,"58,098 - 60,246",Jaipur,North
Yamaha,FZ,Motorcycle,May,2022,15068,150,45-50,"1,04,700 - 1,11,700",Jaipur,North
Yamaha,RIS,Motorcycle,May,2022,7120,155,45-50,"1,63,900 - 1,67,600",Jaipur,North
Yamaha,FZ25,Motorcycle,May,2022,706,250,35-40,"1,57,700 - 1,60,700",Jaipur,North
Yamaha,MT 15,Motorcycle,May,2022,7584,155,40-45,"1,45,300 - 1,50,300",Jaipur,North
Yamaha,R3,Performance,May,2022,3,320,20-25,489900,Jaipur,North
Yamaha,Fascino,Scooter,May,2021,824,125,40-45,"57,512 - 59,965",Jaipur,North
Yamaha,Ray,Scooter,May,2021,1060,110,45-50,"58,098 - 60,246",Jaipur,North
Yamaha,FZ,Motorcycle,May,2021,3008,150,45-50,"1,04,700 - 1,11,700",Jaipur,North
Yamaha,RIS,Motorcycle,May,2021,2132,155,45-50,"1,63,900 - 1,67,600",Jaipur,North
Yamaha,FZ25,Motorcycle,May,2021,140,250,35-40,"1,57,700 - 1,60,700",Jaipur,North
Yamaha,MT 15,Motorcycle,May,2021,1344,155,40-45,"1,45,300 - 1,50,300",Jaipur,North
Yamaha,R3,Performance,May,2021,13,320,20-25,489900,Jaipur,North
Yamaha,Fascino,Scooter,Apr,2022,3896,125,40-45,"57,512 - 59,965",Jaipur,North
Yamaha,Ray,Scooter,Apr,2022,5778,110,45-50,"58,098 - 60,246",Jaipur,North
Yamaha,FZ,Motorcycle,Apr,2022,16508,150,45-50,"1,04,700 - 1,11,700",Jaipur,North
Yamaha,R15,Motorcycle,Apr,2022,7948,155,45-50,"1,63,900 - 1,67,600",Jaipur,North
Yamaha,FZ25,Motorcycle,Apr,2022,610,250,35-40,"1,57,700 - 1,60,700",Jaipur,North
Yamaha,MT 15,Motorcycle,Apr,2022,9228,155,40-45,"1,45,300 - 1,50,300",Jaipur,North
Yamaha,R3,Performance,Apr,2022,13,320,20-25,489900,Jaipur,North
Yamaha,Fascino,Scooter,Apr,2021,5612,125,40-45,"57,512 - 59,965",Jaipur,North
Yamaha,Ray,Scooter,Apr,2021,7512,110,45-50,"58,098 - 60,246",Jaipur,North
Yamaha,FZ,Motorcycle,Apr,2021,12298,150,45-50,"1,04,700 - 1,11,700",Jaipur,North
Yamaha,R15,Motorcycle,Apr,2021,6022,155,45-50,"1,63,900 - 1,67,600",Jaipur,North
Yamaha,FZ25,Motorcycle,Apr,2021,182,250,35-40,"1,57,700 - 1,60,700",Jaipur,North
Yamaha,MT 15,Motorcycle,Apr,2021,5692,155,40-45,"1,45,300 - 1,50,300",Jaipur,North
Yamaha,R3,Performance,Apr,2021,15,320,20-25,489900,Jaipur,North
Yamaha,Fascino,Scooter,Mar,2022,4072,125,40-45,"57,512 - 59,965",Jaipur,North
Yamaha,Ray,Scooter,Mar,2022,6341,110,45-50,"58,098 - 60,246",Jaipur,North
Yamaha,FZ,Motorcycle,Mar,2022,23016,150,45-50,"1,04,700 - 1,11,700",Jaipur,North
Yamaha,R15,Motorcycle,Mar,2022,5768,155,45-50,"1,63,900 - 1,67,600",Jaipur,North
Yamaha,FZ25,Motorcycle,Mar,2022,500,250,35-40,"1,57,700 - 1,60,700",Jaipur,North
Yamaha,MT 15,Motorcycle,Mar,2022,10,155,40-45,"1,45,300 - 1,50,300",Jaipur,North
Yamaha,R3,Performance,Mar,2022,11,320,20-25,489900,Jaipur,North
Yamaha,Fascino,Scooter,Mar,2021,7724,125,40-45,"57,512 - 59,965",Jaipur,North
Yamaha,Ray,Scooter,Mar,2021,8272,110,45-50,"58,098 - 60,246",Jaipur,North
Yamaha,FZ,Motorcycle,Mar,2021,16563,150,45-50,"1,04,700 - 1,11,700",Jaipur,North
Yamaha,R15,Motorcycle,Mar,2021,6988,155,45-50,"1,63,900 - 1,67,600",Jaipur,North
Yamaha,FZ25,Motorcycle,Mar,2021,222,250,35-40,"1,57,700 - 1,60,700",Jaipur,North
Yamaha,MT 15,Motorcycle,Mar,2021,6472,155,40-45,"1,45,300 - 1,50,300",Jaipur,North
Yamaha,R3,Performance,Mar,2021,12,320,20-25,489900,Jaipur,North
Yamaha,Fascino,Scooter,Feb,2022,6416,125,40-45,"57,512 - 59,965",Jaipur,North
Yamaha,Ray,Scooter,Feb,2022,8355,110,45-50,"58,098 - 60,246",Jaipur,North
Yamaha,FZ,Motorcycle,Feb,2022,13395,150,45-50,"1,04,700 - 1,11,700",Jaipur,North
Yamaha,RIS,Motorcycle,Feb,2022,6405,155,45-50,"1,63,900 - 1,67,600",Jaipur,North
Yamaha,FZ25,Motorcycle,Feb,2022,246,250,35-40,"1,57,700 - 1,60,700",Jaipur,North
Yamaha,MT 15,Motorcycle,Feb,2022,14,155,40-45,"1,45,300 - 1,50,300",Jaipur,North
Yamaha,R3,Performance,Feb,2022,22,320,20-25,489900,Jaipur,North
Yamaha,Fascino,Scooter,Feb,2021,10228,125,40-45,"57,512 - 59,965",Jaipur,North
Yamaha,Ray,Scooter,Feb,2021,13812,110,45-50,"58,098 - 60,246",Jaipur,North
Yamaha,FZ,Motorcycle,Feb,2021,17798,150,45-50,"1,04,700 - 1,11,700",Jaipur,North
Yamaha,RIS,Motorcycle,Feb,2021,7474,155,45-50,"1,63,900 - 1,67,600",Jaipur,North
Yamaha,FZ25,Motorcycle,Feb,2021,40,250,35-40,"1,57,700 - 1,60,700",Jaipur,North
Yamaha,MT 15,Motorcycle,Feb,2021,6176,155,40-45,"1,45,300 - 1,50,300",Jaipur,North
Yamaha,R3,Performance,Feb,2021,17,320,20-25,489900,Jaipur,North
Yamaha,Fascino,Scooter,Jan,2022,6221,125,40-45,"57,512 - 59,965",Jaipur,North
Yamaha,Ray,Scooter,Jan,2022,7030,110,45-50,"58,098 - 60,246",Jaipur,North
Yamaha,FZ,Motorcycle,Jan,2022,15734,150,45-50,"1,04,700 - 1,11,700",Jaipur,North
Yamaha,R15,Motorcycle,Jan,2022,6146,155,45-50,"1,63,900 - 1,67,600",Jaipur,North
Yamaha,FZ25,Motorcycle,Jan,2022,998,250,35-40,"1,57,700 - 1,60,700",Jaipur,North
Yamaha,MT 15,Motorcycle,Jan,2022,17,155,40-45,"1,45,300 - 1,50,300",Jaipur,North
Yamaha,R3,Performance,Jan,2022,20,320,20-25,489900,Jaipur,North
Yamaha,Fascino,Scooter,Jan,2021,8416,125,40-45,"57,512 - 59,965",Jaipur,North
Yamaha,Ray,Scooter,Jan,2021,10504,110,45-50,"58,098 - 60,246",Jaipur,North
Yamaha,FZ,Motorcycle,Jan,2021,21496,150,45-50,"1,04,700 - 1,11,700",Jaipur,North
Yamaha,R15,Motorcycle,Jan,2021,8408,155,45-50,"1,63,900 - 1,67,600",Jaipur,North
Yamaha,FZ25,Motorcycle,Jan,2021,159,250,35-40,"1,57,700 - 1,60,700",Jaipur,North
Yamaha,MT 15,Motorcycle,Jan,2021,6168,155,40-45,"1,45,300 - 1,50,300",Jaipur,North
Yamaha,R3,Performance,Jan,2021,6,320,20-25,489900,Jaipur,North
Royal Enfield,Classic,Performance,Dec,2022,20682,350,35-40,"1,86,319 - 2,23,789",Jaipur,North
Royal Enfield,Hunter,Performance,Dec,2022,17261,350,30-35,"1,92,112 - 2,09,213",Jaipur,North
Royal Enfield,Bullet Electra,Performance,Dec,2022,3381,350,35-40,"1,43,258 - 1,47,497",Jaipur,North
Royal Enfield,Bullet,Performance,Dec,2022,8816,350,35-40,"1,56,800 - 1,85,800",Jaipur,North
Royal Enfield,Meteor,Performance,Dec,2022,6298,350,30-35,"1,99,339 - 2,23,408",Jaipur,North
Royal Enfield,Himalayan,performance,Dec,2022,2257,400,30-35,"2,09,784 - 2,23,256",Jaipur,North
Royal Enfield,650 Twin,Performance,Dec,2022,1126,650,25-30,"3,15,660 - 3,30,000",Jaipur,North
Royal Enfield,Classic,Performance,Dec,2021,34723,350,35-40,"1,86,319 - 2,23,789",Jaipur,North
Royal Enfield,Hunter,Performance,Dec,2021,0,350,30-35,"1,92,112 - 2,09,213",Jaipur,North
Royal Enfield,Bullet Electra,Performance,Dec,2021,4521,350,35-40,"1,43,258 - 1,47,497",Jaipur,North
Royal Enfield,Bullet,Performance,Dec,2021,8061,350,35-40,"1,56,800 - 1,85,800",Jaipur,North
Royal Enfield,Meteor,Performance,Dec,2021,10977,350,30-35,"1,99,339 - 2,23,408",Jaipur,North
Royal Enfield,Himalayan,performance,Dec,2021,4611,400,30-35,"2,09,784 - 2,23,256",Jaipur,North
Royal Enfield,650 Twin,Performance,Dec,2021,2301,650,25-30,"3,15,660 - 3,30,000",Jaipur,North
Royal Enfield,Classic,Performance,Nov,2022,26702,350,35-40,"1,86,319 - 2,23,789",Jaipur,North
Royal Enfield,Hunter,Performance,Nov,2022,15588,350,30-35,"1,92,112 - 2,09,213",Jaipur,North
Royal Enfield,Bullet Electra,performance,Nov,2022,4170,350,35-40,"1,43,258 - 1,47,497",Jaipur,North
Royal Enfield,Bullet,Performance,Nov,2022,8211,350,35-40,"1,56,800 - 1,85,800",Jaipur,North
Royal Enfield,Meteor,performance,Nov,2022,7694,350,30-35,"1,99,339 - 2,23,408",Jaipur,North
Royal Enfield,Himalayan,Performance,Nov,2022,2121,400,30-35,"2,09,784 - 2,23,256",Jaipur,North
Royal Enfield,650 Twin,Performance,Nov,2022,1274,650,25-30,"3,15,660 - 3,30,000",Jaipur,North
Royal Enfield,Classic,Performance,Nov,2021,19601,350,35-40,"1,86,319 - 2,23,789",Jaipur,North
Royal Enfield,Hunter,Performance,Nov,2021,0,350,30-35,"1,92,112 - 2,09,213",Jaipur,North
Royal Enfield,Bullet Electra,performance,Nov,2021,4257,350,35-40,"1,43,258 - 1,47,497",Jaipur,North
Royal Enfield,Bullet,Performance,Nov,2021,8733,350,35-40,"1,56,800 - 1,85,800",Jaipur,North
Royal Enfield,Meteor,performance,Nov,2021,6775,350,30-35,"1,99,339 - 2,23,408",Jaipur,North
Royal Enfield,Himalayan,Performance,Nov,2021,3310,400,30-35,"2,09,784 - 2,23,256",Jaipur,North
Royal Enfield,650 Twin,Performance,Nov,2021,2154,650,25-30,"3,15,660 - 3,30,000",Jaipur,North
Royal Enfield,Classic,Performance,Oct,2022,31791,350,35-40,"1,86,319 - 2,23,789",Jaipur,North
Royal Enfield,Hunter,Performance,Oct,2022,15445,350,30-35,"1,92,112 - 2,09,213",Jaipur,North
Royal Enfield,Bullet Electra,Performance,Oct,2022,4575,350,35-40,"1,43,258 - 1,47,497",Jaipur,North
Royal Enfield,Bullet,performance,Oct,2022,8755,350,35-40,"1,56,800 - 1,85,800",Jaipur,North
Royal Enfield,Meteor,performance,Oct,2022,10353,350,30-35,"1,99,339 - 2,23,408",Jaipur,North
Royal Enfield,Himalayan,Performance,Oct,2022,3751,400,30-35,"2,09,784 - 2,23,256",Jaipur,North
Royal Enfield,650 Twin,Performance,Oct,2022,1858,650,25-30,"3,15,660 - 3,30,000",Jaipur,North
Royal Enfield,Classic,Performance,Oct,2021,19728,350,35-40,"1,86,319 - 2,23,789",Jaipur,North
